title,rating,numberOfRatings
Heartbeats (Les amours imaginaires) (2010),3.0,2
Here on Earth (2000),3.0,2
High Rise (2015),3.0,2
High Society (1956),3.0,2
"History Boys, The (2006)",3.0,2
Hoffa (1992),3.0,2
"Hot Spot, The (1990)",3.0,2
"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)",3.0,2
Imaginary Heroes (2004),3.0,2
In This World (2002),3.0,2
Indie Game: The Movie (2012),3.0,2
Insidious: Chapter 2 (2013),3.0,2
"International, The (2009)",3.0,2
"Invasion, The (2007)",3.0,2
Italian for Beginners (Italiensk for begyndere) (2000),3.0,2
Johnny Be Good (1988),3.0,2
"Kiss Me, Guido (1997)",3.0,2
Kit Kittredge: An American Girl (2008),3.0,2
Lakeview Terrace (2008),3.0,2
Lassie (1994),3.0,2
Last Days (2005),3.0,2
"Last Mimzy, The (2007)",3.0,2
Lights Out (2016),3.0,2
"Lion King II: Simba's Pride, The (1998)",3.0,2
Lone Survivor (2013),3.0,2
Love Story (1970),3.0,2
Love's Labour's Lost (2000),3.0,2
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)",3.0,2
Mean Machine (2001),3.0,2
Music From Another Room (1998),3.0,2
My Crazy Life (Mi vida loca) (1993),3.0,2
My Family (1995),3.0,2
Nim's Island (2008),3.0,2
No Escape (1994),3.0,2
"Notorious Bettie Page, The (2005)",3.0,2
Oldboy (2013),3.0,2
Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),3.0,2
Onegin (1999),3.0,2
Only Angels Have Wings (1939),3.0,2
Only the Strong (1993),3.0,2
Open Season (2006),3.0,2
"Package, The (1989)",3.0,2
People I Know (2002),3.0,2
"Perez Family, The (1995)",3.0,2
"Perfect Man, The (2005)",3.0,2
Permanent Midnight (1998),3.0,2
Planes (2013),3.0,2
Point Blank (1967),3.0,2
Prancer (1989),3.0,2
Pride and Glory (2008),3.0,2
"Program, The (1993)",3.0,2
Puncture (2011),3.0,2
Puppet Master III: Toulon's Revenge (1991),3.0,2
Push (2009),3.0,2
Quadrophenia (1979),3.0,2
Quo Vadis (1951),3.0,2
Reno 911!: Miami (2007),3.0,2
Rose Red (2002),3.0,2
"Safety of Objects, The (2001)",3.0,2
Sea of Love (1989),3.0,2
Shaun the Sheep Movie (2015),3.0,2
Sherlock Jr. (1924),3.0,2
"Simple Wish, A (1997)",3.0,2
Sniper (1993),3.0,2
Southland Tales (2006),3.0,2
"SpongeBob SquarePants Movie, The (2004)",3.0,2
"Steal Big, Steal Little (1995)",3.0,2
Stealing Home (1988),3.0,2
Steamboy (Suchîmubôi) (2004),3.0,2
Still Crazy (1998),3.0,2
"Sugarland Express, The (1974)",3.0,2
Talk Radio (1988),3.0,2
The Neon Demon (2016),3.0,2
The Second Best Exotic Marigold Hotel (2015),3.0,2
The Walk (2015),3.0,2
Time Code (2000),3.0,2
Tom & Viv (1994),3.0,2
Too Many Cooks (2014),3.0,2
Top Five (2014),3.0,2
Trail of the Pink Panther (1982),3.0,2
Two Mules for Sister Sara (1970),3.0,2
Unzipped (1995),3.0,2
Veronica Guerin (2003),3.0,2
Violet & Daisy (2011),3.0,2
Welcome to Me (2014),3.0,2
Whatever Works (2009),3.0,2
Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983),3.0,2
World's Greatest Dad (2009),3.0,2
Wrong Turn (2003),3.0,2
Wrong Turn 2: Dead End (2007),3.0,2
"Zed & Two Noughts, A (1985)",3.0,2
[REC]³ 3 Génesis (2012),3.0,2
"10th Kingdom, The (2000)",2.75,2
After the Fox (Caccia alla volpe) (1966),2.75,2
American Pie Presents Beta House (American Pie 6: Beta House) (2007),2.75,2
Annapolis (2006),2.75,2
Azumi (2003),2.75,2
Banana Joe (1981),2.75,2
Barbarians at the Gate (1993),2.75,2
Big Stan (2007),2.75,2
Blood for Dracula (Andy Warhol's Dracula) (1974),2.75,2
Bugsy Malone (1976),2.75,2
Burglar (1987),2.75,2
Cake (2014),2.75,2
Cheaper by the Dozen (1950),2.75,2
Chef (2014),2.75,2
City Hunter (Sing si lip yan) (1993),2.75,2
"Class, The (Entre les murs) (2008)",2.75,2
"Clonus Horror, The (1979)",2.75,2
Elizabeth: The Golden Age (2007),2.75,2
"Evening with Kevin Smith 2: Evening Harder, An (2006)",2.75,2
Exit Wounds (2001),2.75,2
Exodus: Gods and Kings (2014),2.75,2
Extremely Loud and Incredibly Close (2011),2.75,2
Fanny and Alexander (Fanny och Alexander) (1982),2.75,2
Feast (2005),2.75,2
Firefox (1982),2.75,2
Footloose (2011),2.75,2
Foul Play (1978),2.75,2
"Four Feathers, The (2002)",2.75,2
"Fuck You, Goethe (Fack Ju Göhte) (2013)",2.75,2
Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),2.75,2
Funny Bones (1995),2.75,2
"Gas, Food, Lodging (1992)",2.75,2
"Glass House, The (2001)",2.75,2
"Great Yokai War, The (Yôkai daisensô) (2005)",2.75,2
Grind (2003),2.75,2
Guarding Tess (1994),2.75,2
Havoc (2005),2.75,2
Hop (2011),2.75,2
"Innkeepers, The (2011)",2.75,2
Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),2.75,2
Journey to the Center of the Earth (1959),2.75,2
Justice League: The New Frontier (2008) ,2.75,2
Larry Crowne (2011),2.75,2
Life or Something Like It (2002),2.75,2
"Limits of Control, The (2009)",2.75,2
Looney Tunes: Back in Action (2003),2.75,2
Lost & Found (1999),2.75,2
"Marine, The (2006)",2.75,2
Marvel One-Shot: Item 47 (2012),2.75,2
Motel Hell (1980),2.75,2
One True Thing (1998),2.75,2
Original Sin (2001),2.75,2
Our Brand Is Crisis (2015),2.75,2
Outland (1981),2.75,2
Pacific Rim: Uprising (2018),2.75,2
Paper Heart (2009),2.75,2
Pickpocket (1959),2.75,2
"Pink Panther 2, The (2009)",2.75,2
Popstar: Never Stop Never Stopping (2016),2.75,2
"Private Eyes, The (1981)",2.75,2
Project X (1987),2.75,2
Rachel Getting Married (2008),2.75,2
Radio Flyer (1992),2.75,2
"Rocker, The (2008)",2.75,2
Room in Rome (Habitación en Roma) (2010),2.75,2
"Santa Clause 3: The Escape Clause, The (2006)",2.75,2
Savages (2012),2.75,2
Savannah Smiles (1982),2.75,2
Saved by the Bell: Hawaiian Style (1992),2.75,2
Self/less (2015),2.75,2
"Sentinel, The (2006)",2.75,2
"Slumber Party Massacre, The (1982)",2.75,2
Smart People (2008),2.75,2
"Sound of Thunder, A (2005)",2.75,2
Spies Like Us (1985),2.75,2
Stanley & Iris (1990),2.75,2
Stolen Summer (2002),2.75,2
Surviving Christmas (2004),2.75,2
Syrup (2013),2.75,2
Takers (2010),2.75,2
"Tall Guy, The (1989)",2.75,2
The Purge: Election Year (2016),2.75,2
This Is Where I Leave You (2014),2.75,2
Thunderbirds (2004),2.75,2
To Grandmother's House We Go (1992),2.75,2
Tully (2000),2.75,2
Twisted (2004),2.75,2
Ultimate Avengers (2006),2.75,2
Under the Skin (2013),2.75,2
Undisputed (2002),2.75,2
V/H/S (2012),2.75,2
What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),2.75,2
"Yours, Mine and Ours (1968)",2.75,2
Above the Law (1988),2.5,2
All About the Benjamins (2002),2.5,2
All of Me (1984),2.5,2
All the Pretty Horses (2000),2.5,2
American Ninja (1985),2.5,2
Assassin's Creed (2016),2.5,2
B. Monkey (1998),2.5,2
Bait (2000),2.5,2
Ballistic: Ecks vs. Sever (2002),2.5,2
"Bank Dick, The (1940)",2.5,2
Beautiful (2000),2.5,2
Best of the Best 3: No Turning Back (1995),2.5,2
Betrayed (1988),2.5,2
Black Mask (Hak hap) (1996),2.5,2
"Black Stallion Returns, The (1983)",2.5,2
Black Widow (1987),2.5,2
Blackhat (2015),2.5,2
Bogus (1996),2.5,2
Cannonball Run II (1984),2.5,2
Carrie (2013),2.5,2
"Cat's Meow, The (2002)",2.5,2
Chances Are (1989),2.5,2
Christmas with the Kranks (2004),2.5,2
Chuck & Buck (2000),2.5,2
"Crocodile Hunter: Collision Course, The (2002)",2.5,2
Crooklyn (1994),2.5,2
"Darkest Hour, The (2011)",2.5,2
Day Watch (Dnevnoy dozor) (2006),2.5,2
Deuces Wild (2002),2.5,2
"Devil and Max Devlin, The (1981)",2.5,2
"Dilemma, The (2011)",2.5,2
Double Take (2001),2.5,2
Elektra Luxx (2010),2.5,2
Emma (2009),2.5,2
Female Perversions (1996),2.5,2
Frankenweenie (2012),2.5,2
Friday the 13th Part V: A New Beginning (1985),2.5,2
From Paris with Love (2010),2.5,2
Godsend (2004),2.5,2
Great Balls of Fire! (1989),2.5,2
Grudge Match (2013),2.5,2
"Haunting in Connecticut, The (2009)",2.5,2
Hidden (a.k.a. Cache) (Caché) (2005),2.5,2
"Hills Have Eyes II, The (2007)",2.5,2
"Hitcher, The (2007)",2.5,2
I Sell the Dead (2008),2.5,2
If Lucy Fell (1996),2.5,2
Inferno (1980),2.5,2
Insidious: Chapter 3 (2015),2.5,2
Into the Blue (2005),2.5,2
It Runs in the Family (2003),2.5,2
Keanu (2016),2.5,2
Kill Command (2016),2.5,2
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),2.5,2
Kissed (1996),2.5,2
Kuffs (1992),2.5,2
Kwaidan (Kaidan) (1964),2.5,2
Like Crazy (2011),2.5,2
Lost in America (1985),2.5,2
"Love Letter, The (1999)",2.5,2
Loverboy (1989),2.5,2
Meatballs III (1987),2.5,2
"Messengers, The (2007)",2.5,2
Monkey Business (1952),2.5,2
Monkey Shines (1988),2.5,2
Mortal Thoughts (1991),2.5,2
Mr. Baseball (1992),2.5,2
Mr. Jealousy (1997),2.5,2
Mr. Wonderful (1993),2.5,2
"Night in the Life of Jimmy Reardon, A (1988)",2.5,2
Parasite (1982),2.5,2
"Pirate Movie, The (1982)",2.5,2
"Private Life of Sherlock Holmes, The (1970)",2.5,2
Prom Night (1980),2.5,2
Psycho III (1986),2.5,2
Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),2.5,2
Rollercoaster (1977),2.5,2
"Russia House, The (1990)",2.5,2
Selma (2014),2.5,2
Series 7: The Contenders (2001),2.5,2
Shrek the Halls (2007),2.5,2
Sibling Rivalry (1990),2.5,2
Sidewalks of New York (2001),2.5,2
Son of Flubber (1963),2.5,2
"Spirit, The (2008)",2.5,2
Stomp the Yard (2007),2.5,2
Sydney White (2007),2.5,2
"Taming of the Shrew, The (1967)",2.5,2
"Texas Chainsaw Massacre: The Beginning, The (2006)",2.5,2
The 5th Wave (2016),2.5,2
The Great Train Robbery (1903),2.5,2
"Thieves (Voleurs, Les) (1996)",2.5,2
Think Like a Man (2012),2.5,2
Town & Country (2001),2.5,2
Ugetsu (Ugetsu monogatari) (1953),2.5,2
Under Suspicion (2000),2.5,2
Welcome to Collinwood (2002),2.5,2
Wendigo (2001),2.5,2
When a Stranger Calls (1979),2.5,2
Who Is Cletis Tout? (2001),2.5,2
Who's That Girl? (1987),2.5,2
Wild Reeds (Les roseaux sauvages) (1994),2.5,2
Wisdom (1986),2.5,2
Zombeavers (2014),2.5,2
About Last Night (2014),2.25,2
Albino Alligator (1996),2.25,2
All the Right Moves (1983),2.25,2
"Astronaut Farmer, The (2007)",2.25,2
Attack of the Giant Leeches (1959),2.25,2
"Babe, The (1992)",2.25,2
Babylon 5,2.25,2
Bad Lieutenant: Port of Call New Orleans (2009),2.25,2
Catch and Release (2006),2.25,2
Cedar Rapids (2011),2.25,2
Cherry 2000 (1987),2.25,2
Cloudy with a Chance of Meatballs 2 (2013),2.25,2
Coffee Town (2013),2.25,2
Comic Book Villains (2002),2.25,2
Cry_Wolf (a.k.a. Cry Wolf) (2005),2.25,2
Damsels in Distress (2011),2.25,2
Despicable Me 3 (2017),2.25,2
Employee of the Month (2004),2.25,2
"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",2.25,2
Family Business (1989),2.25,2
Fear X (2003),2.25,2
Garfield: A Tail of Two Kitties (2006),2.25,2
Gentlemen Broncos (2009),2.25,2
Head of State (2003),2.25,2
Heavy Metal 2000 (2000),2.25,2
Housesitter (1992),2.25,2
How to Make Love Like an Englishman (2014),2.25,2
"I, Frankenstein (2014)",2.25,2
"Innocent Man, An (1989)",2.25,2
Killers (2010),2.25,2
Knights of Badassdom (2013),2.25,2
Little Monsters (1989),2.25,2
"Loss of Sexual Innocence, The (1999)",2.25,2
"Machine Girl, The (Kataude mashin gâru) (2008)",2.25,2
"Man Apart, A (2003)",2.25,2
"Misérables, Les (2000)",2.25,2
Mo' Money (1992),2.25,2
Money Monster (2016),2.25,2
My Father the Hero (1994),2.25,2
Northfork (2003),2.25,2
Nuns on the Run (1990),2.25,2
Planes: Fire & Rescue (2014),2.25,2
Red Dawn (2012),2.25,2
"Rookie, The (1990)",2.25,2
Runner Runner (2013),2.25,2
Search Party (2014),2.25,2
"Serbian Film, A (Srpski film) (2010)",2.25,2
Seventh Son (2014),2.25,2
Staying Alive (1983),2.25,2
Sugar Hill (1994),2.25,2
"Swarm, The (1978)",2.25,2
Tenebre (1982),2.25,2
The Cloverfield Paradox (2018),2.25,2
The Conjuring 2 (2016),2.25,2
The Little Prince (2015),2.25,2
Tin Man (2007),2.25,2
Torque (2004),2.25,2
Unfinished Business (2015),2.25,2
We Are What We Are (2013),2.25,2
Whatever It Takes (2000),2.25,2
Wishmaster (1997),2.25,2
"Wolfman, The (2010)",2.25,2
Young Adult (2011),2.25,2
Young People Fucking (a.k.a. YPF) (2007),2.25,2
Against the Ropes (2004),2.0,2
Almost Heroes (1998),2.0,2
Any Which Way You Can (1980),2.0,2
Aquamarine (2006),2.0,2
"Art of War, The (2000)",2.0,2
"Beast Within, The (1982)",2.0,2
"Bling Ring, The (2013)",2.0,2
Blood and Chocolate (2007),2.0,2
Boogeyman (2005),2.0,2
Boys (1996),2.0,2
DOA: Dead or Alive (2006),2.0,2
Doug's 1st Movie (1999),2.0,2
Dr. Jekyll and Mr. Hyde (1931),2.0,2
Eddie and the Cruisers (1983),2.0,2
Extract (2009),2.0,2
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",2.0,2
Fire in the Sky (1993),2.0,2
Fright Night Part II (1988),2.0,2
George Washington (2000),2.0,2
Ghost Town (2008),2.0,2
Good Burger (1997),2.0,2
Goosebumps (2015),2.0,2
Grease Live (2016),2.0,2
Happy Birthday to Me (1981),2.0,2
Hell Night (1981),2.0,2
House Party (1990),2.0,2
Hush (1998),2.0,2
I Walked with a Zombie (1943),2.0,2
I Went Down (1997),2.0,2
Ice Castles (1978),2.0,2
In Dreams (1999),2.0,2
"Incredible Shrinking Woman, The (1981)",2.0,2
Jack Ryan: Shadow Recruit (2014),2.0,2
Jupiter Ascending (2015),2.0,2
Last Vegas (2013),2.0,2
Liam (2000),2.0,2
London Has Fallen (2016),2.0,2
Loser (1991),2.0,2
Memoirs of an Invisible Man (1992),2.0,2
Mrs. Henderson Presents (2005),2.0,2
Mysterious Skin (2004),2.0,2
No Mercy (1986),2.0,2
One for the Money (2012),2.0,2
Outpost (2008),2.0,2
Paper Towns (2015),2.0,2
"Picture of Dorian Gray, The (1945)",2.0,2
Puppet Master (1989),2.0,2
Quest for Camelot (1998),2.0,2
Rio 2 (2014),2.0,2
Sarah Silverman: Jesus Is Magic (2005),2.0,2
"Seducing Doctor Lewis (Grande séduction, La) (2003)",2.0,2
Spacehunter: Adventures in the Forbidden Zone (1983),2.0,2
"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",2.0,2
Swimfan (2002),2.0,2
Tammy (2014),2.0,2
"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",2.0,2
"Toxic Avenger, Part II, The (1989)",2.0,2
Turbo: A Power Rangers Movie (1997),2.0,2
Two Moon Junction (1988),2.0,2
Undercover Blues (1993),2.0,2
Vibes (1988),2.0,2
Welcome to the Jungle (2013),2.0,2
Whipped (2000),2.0,2
Youngblood (1986),2.0,2
"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",1.75,2
Anacondas: The Hunt for the Blood Orchid (2004),1.75,2
Being Julia (2004),1.75,2
Bernie (1996),1.75,2
Bring It On Again (2004),1.75,2
Carpool (1996),1.75,2
Children of the Corn II: The Final Sacrifice (1993),1.75,2
Conan the Barbarian (2011),1.75,2
Extreme Ops (2002),1.75,2
Faces of Death (1978),1.75,2
Goodbye Lover (1999),1.75,2
How Stella Got Her Groove Back (1998),1.75,2
Indian Summer (a.k.a. Alive & Kicking) (1996),1.75,2
Kangaroo Jack (2003),1.75,2
Lady in White (a.k.a. The Mystery of the Lady in White) (1988),1.75,2
Next of Kin (1989),1.75,2
Percy Jackson: Sea of Monsters (2013),1.75,2
Pulse (2006),1.75,2
Suburban Commando (1991),1.75,2
Taxi (2004),1.75,2
The Longest Ride (2015),1.75,2
"Thousand Acres, A (1997)",1.75,2
Veronica Mars (2014),1.75,2
White Fang (1991),1.75,2
Wild Orchid (1990),1.75,2
18 Again! (1988),1.5,2
"6th Man, The (Sixth Man, The) (1997)",1.5,2
"Addiction, The (1995)",1.5,2
"Adventures of Elmo in Grouchland, The (1999)",1.5,2
"Allnighter, The (1987)",1.5,2
"American Haunting, An (2005)",1.5,2
Amos & Andrew (1993),1.5,2
B*A*P*S (1997),1.5,2
"Brain That Wouldn't Die, The (1962)",1.5,2
Cadillac Man (1990),1.5,2
Care Bears Movie II: A New Generation (1986),1.5,2
"Care Bears Movie, The (1985)",1.5,2
Carnosaur 2 (1995),1.5,2
Chasers (1994),1.5,2
Class Reunion (1982),1.5,2
"Claymation Christmas Celebration, A (1987)",1.5,2
Death Wish 3 (1985),1.5,2
Dudley Do-Right (1999),1.5,2
"Exterminating Angel, The (Ángel exterminador, El) (1962)",1.5,2
Fat Albert (2004),1.5,2
"First Time, The (2012)",1.5,2
"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",1.5,2
Halloween 5: The Revenge of Michael Myers (1989),1.5,2
I Love You Phillip Morris (2009),1.5,2
It's a Very Merry Muppet Christmas Movie (2002),1.5,2
Juwanna Mann (2002),1.5,2
"Land That Time Forgot, The (1975)",1.5,2
Life Stinks (1991),1.5,2
Mad Love (1995),1.5,2
Man's Best Friend (1993),1.5,2
Miami Rhapsody (1995),1.5,2
"Musketeer, The (2001)",1.5,2
My Boyfriend's Back (1993),1.5,2
Psycho Beach Party (2000),1.5,2
Scenes from a Mall (1991),1.5,2
Shadow Conspiracy (1997),1.5,2
Sheena (1984),1.5,2
Sidekicks (1992),1.5,2
Starship Troopers 2: Hero of the Federation (2004),1.5,2
Young Doctors in Love (1982),1.5,2
Zapped! (1982),1.5,2
10 Cent Pistol (2015),1.25,2
3 Ninjas Kick Back (1994),1.25,2
Amityville: A New Generation (1993),1.25,2
Baby's Day Out (1994),1.25,2
Belly (1998),1.25,2
Braddock: Missing in Action III (1988),1.25,2
Captain America (1990),1.25,2
Catch .44 (2011),1.25,2
Flash Gordon Conquers the Universe (1940),1.25,2
Garage Days (2002),1.25,2
"Nightmare on Elm Street, A (2010)",1.25,2
"Shaggy Dog, The (2006)",1.25,2
"Three Stooges, The (2012)",1.25,2
"Two Jakes, The (1990)",1.25,2
3 Days to Kill (2014),1.0,2
After Earth (2013),1.0,2
Alvin and the Chipmunks: Chipwrecked (2011),1.0,2
Chopping Mall (a.k.a. Killbots) (1986),1.0,2
Gone Fishin' (1997),1.0,2
It's a Boy Girl Thing (2006),1.0,2
Jennifer's Body (2009),1.0,2
My Demon Lover (1987),1.0,2
Sex and the City 2 (2010),1.0,2
Sharknado 3: Oh Hell No! (2015),1.0,2
Stan Helsing (2009),1.0,2
"Amityville Curse, The (1990)",0.75,2
"Comebacks, The (2007)",0.75,2
Leonard Part 6 (1987),0.75,2
Mitchell (1975),0.75,2
Prom Night (2008),0.75,2
"Thing with Two Heads, The (1972)",0.75,2
Cyborg (1989),0.5,2
Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),0.5,2
'Salem's Lot (2004),5.0,1
12 Angry Men (1997),5.0,1
12 Chairs (1976),5.0,1
20 Million Miles to Earth (1957),5.0,1
61* (2001),5.0,1
7 Faces of Dr. Lao (1964),5.0,1
9/11 (2002),5.0,1
A Detective Story (2003),5.0,1
A Flintstones Christmas Carol (1994),5.0,1
A Perfect Day (2015),5.0,1
A Plasticine Crow (1981),5.0,1
"Act of Killing, The (2012)",5.0,1
Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches (1986),5.0,1
Advise and Consent (1962),5.0,1
Alesha Popovich and Tugarin the Dragon (2004),5.0,1
Alien Contamination (1980),5.0,1
All Yours (2016),5.0,1
All the Vermeers in New York (1990),5.0,1
"American Friend, The (Amerikanische Freund, Der) (1977)",5.0,1
Animals are Beautiful People (1974),5.0,1
"Assignment, The (1997)",5.0,1
Asterix and the Vikings (Astérix et les Vikings) (2006),5.0,1
"Awfully Big Adventure, An (1995)",5.0,1
Babes in Toyland (1934),5.0,1
"Ballad of Narayama, The (Narayama bushiko) (1983)",5.0,1
Battle For Sevastopol (2015),5.0,1
Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),5.0,1
Big Top Scooby-Doo! (2012),5.0,1
Bill Hicks: Revelations (1993),5.0,1
Bitter Lake (2015),5.0,1
Black Mirror,5.0,1
Black Tar Heroin: The Dark End of the Street (2000),5.0,1
Bloodsucking Bastards (2015),5.0,1
Blue Planet II (2017),5.0,1
Bobik Visiting Barbos (1977),5.0,1
Bossa Nova (2000),5.0,1
Boy Eats Girl (2005),5.0,1
Branded to Kill (Koroshi no rakuin) (1967),5.0,1
"Breed, The (2006)",5.0,1
Brother (Brat) (1997),5.0,1
Buzzard (2015),5.0,1
"Calcium Kid, The (2004)",5.0,1
Che: Part One (2008),5.0,1
Che: Part Two (2008),5.0,1
Cheburashka (1971),5.0,1
Cherish (2002),5.0,1
Chinese Puzzle (Casse-tête chinois) (2013),5.0,1
"Chump at Oxford, A (1940)",5.0,1
Colourful (Karafuru) (2010),5.0,1
Connections (1978),5.0,1
Continental Divide (1981),5.0,1
Cosmic Scrat-tastrophe (2015),5.0,1
Craig Ferguson: I'm Here To Help (2013),5.0,1
Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) (1981),5.0,1
Crossing Delancey (1988),5.0,1
"Cruel Romance, A (Zhestokij Romans) (1984)",5.0,1
De platte jungle (1978),5.0,1
Death Note: Desu nôto (2006–2007),5.0,1
Deathgasm (2015),5.0,1
"Decalogue, The (Dekalog) (1989)",5.0,1
Delirium (2014),5.0,1
Denise Calls Up (1995),5.0,1
Down Argentine Way (1940),5.0,1
Dr. Goldfoot and the Bikini Machine (1965),5.0,1
Dragons: Gift of the Night Fury (2011),5.0,1
"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",5.0,1
Duel in the Sun (1946),5.0,1
Dylan Moran: Monster (2004),5.0,1
Eichmann (2007),5.0,1
Empties (2007),5.0,1
English Vinglish (2012),5.0,1
Entertaining Angels: The Dorothy Day Story (1996),5.0,1
Eva (2011),5.0,1
Ex Drummer (2007),5.0,1
Faster (2010),5.0,1
"Five Senses, The (1999)",5.0,1
Formula of Love (1984),5.0,1
"Four Days in September (O Que É Isso, Companheiro?) (1997)",5.0,1
"Four Seasons, The (1981)",5.0,1
Front of the Class (2008),5.0,1
Fugitives (1986),5.0,1
Galaxy of Terror (Quest) (1981),5.0,1
"Garden of Words, The (Koto no ha no niwa) (2013)",5.0,1
Garfield's Pet Force (2009),5.0,1
Gena the Crocodile (1969),5.0,1
George Carlin: Back in Town (1996),5.0,1
George Carlin: It's Bad for Ya! (2008),5.0,1
George Carlin: Jammin' in New York (1992),5.0,1
George Carlin: Life Is Worth Losing (2005),5.0,1
George Carlin: You Are All Diseased (1999),5.0,1
Get Low (2009),5.0,1
Ghost Graduation (2012),5.0,1
Girls About Town (1931),5.0,1
Go for Zucker! (Alles auf Zucker!) (2004),5.0,1
"Going Places (Valseuses, Les) (1974)",5.0,1
Goodbye Charlie (1964),5.0,1
Guy X (2005),5.0,1
Happy Feet Two (2011),5.0,1
Harlan County U.S.A. (1976),5.0,1
Hellbenders (2012),5.0,1
Hollywood Chainsaw Hookers (1988),5.0,1
Hollywood Shuffle (1987),5.0,1
Holy Motors (2012),5.0,1
Human (2015),5.0,1
"Human Condition III, The (Ningen no joken III) (1961)",5.0,1
Hunting Elephants (2013),5.0,1
Hype! (1996),5.0,1
I Am Not Your Negro (2017),5.0,1
I'm the One That I Want (2000),5.0,1
"I, the Jury (1982)",5.0,1
Ice Age: The Great Egg-Scapade (2016),5.0,1
Idiots and Angels (2008),5.0,1
In the Realm of the Senses (Ai no corrida) (1976),5.0,1
"In the blue sea, in the white foam. (1984)",5.0,1
Indignation (2016),5.0,1
Into the Abyss (2011),5.0,1
Into the Forest of Fireflies' Light (2011),5.0,1
